text,class,id
Mis Ainak Knights 138/2 * v Band-e-Amir Dragons 154/7   #Cricket,cricket,1311
@meljones_33 is the supreme host/expert for any cricket coverage. Everything is safe in her hands. #Ashes2019 #ENGvAUS #cricket,cricket,1312
"#RLODC #ListA #Cricket

M Stoneman Under 77.5 Runs @ 1.57 (Bet365) - 4 points

#inplaymagic",cricket,1313
"Lost the Ashesit's sad to lose to the Aussies, hopefully will smash them in the 5th test. for me the blow is softened by the World Cup win earlier in the summer. #Ashes19 #Cricket #Ashes2019 #ashestoaussies",cricket,1314
"Correct answer is: S Sreesanth
Congratulations! @sab_Offl, @Raja_324, @iam_Rahhul. You win a free entry worth ₹39 in 19th October #INDvSA 3rd Test match. 
#Quiz #Cricket #India #SouthAfrica #FantasyCricket #FridayFeeling",cricket,1315
"On the bouncy pitches of #AUS either you play from above the ball (if you can) or right below it. Somehow, the #PAK batters are getting out staying midway. Others can see @babarazam258
do it more often.

We have predicted the outcome. 
#AUSvsPAK #T20I #Cricket #RunMachine",cricket,1316
"A big thanks goes out to Mitchell Starc. First he got Patel out of the series with his sledges, which brought Blundell into the team and then he didn’t challenge the umpire when he had him for zero in the first over.  #AUSvNZL @ahealy77 #cricket @cricketcomau @tdpaine36 #starc",cricket,1317
"Ans - New Zealand batting score  177-1

#ContestAlert #Contest #ContestAlertIndia #ContestIndia #Giveaway #GiveawayAlert #Giveaways #CricketMeriJaan #Cricket #Rapperholic19 #rapper #rappers
@CricketSwag247",cricket,1318
"We cannot agree more!

Proud of Fast&Up Brand Ambassador #MayankAgarwal
#FuelsTheFinest #nutrition #fastandup #energy #effervescent #CWC19 #CricketWorldCup2019 #FuelTheBlue #WorldCup2019 #cricket",cricket,1319
"What a series.. what a series! Thrashing the Australians in their own backyard. Absolutely loved it.

And Dhoni you beauty! 

 #INDvAUS #AUSvIND #Cricket",cricket,1320
"the quality of #AUSvENG #Ashes2019 is much better than test series of #INDvWI
#test #cricket @BCCI @englandcricket @cricketcomau",cricket,1321
"Stumps Ranji_Trophy BiG_FINAL
VID_vs_SAU Day_3 VID_312 SAU_307
VID_55/2 OvEr_31. W Jaffer_5* G
Satish_24* # D Jadeja: 0-0-0-0-0-0
#Cricket",cricket,1322
"The more matches that get rained off at the 2019 ICC (@ICC) World Cup (@CricketWorldCup), the less chance the great sport of Cricket has of ever expanding its base support and growing! (The #RainStoppages, plus the #LengthOfGames and #SlownessOfPlay are all destroying #Cricket).",cricket,1323
Australia 580 in 1st inns against Pakistan. all 11 batsmen batted and world's finest batsman Steve Smith the lowest scorer in the inns. Outstanding from the mighty Aussies. #Cricket #AUSvPAK,cricket,1324
2019 Cricket World Cup Winner? #WorldCup2019 #Australia #England #India #Pakistan #Cricket,cricket,1325
"INDIA
#WiNiT #SiXiT #Contest #Predict #maximumWickets @sixitsports #comment #RT #Share #INDvWI #cricket #India #WestIndies #INDvWI #WednesdayMotivation
@ABUTALHA7860
@hamzash44897493
@ShakirS98686708",cricket,1326
Who was the main character which caused Pakistan's defeat? #Cricket #PAKvAUS,cricket,1327
"India will win 
#WorldCup2019 #cricket #CricketWorldCup2019 #Contest #viratkohli #India #Pakistan

Join
@khemka_nidhi @SapnaChawla84__ @LaxmiChaurasia9 @SayedMasira_786 @chilled_Sup @mysterioussu @NikitaBobade3 @sanghvinikita5 @PritiNivoriya @SonamjitKaur @Star_roseR",cricket,1328
#cricket tweet:  polite clap for K Gowtham and his good showing in the Karnataka Premier League T20.  Match return of 134* and 8/15 from four overs.  not a bad day on the wicket ,cricket,1329
"No no no i'm dying

Wait.. 
It's just #cricket match , nothing more ... 
#freelance #AUSvPAK #PAKvsAUS #CWC2019",cricket,1330
"@SarfarazA_54 wasnt performing with bat as he should have but he wasnt that bad either T20 captaincy is superb When we remember @captainmisbahpk for Test Championship for a few weeks title Sarfaraz was  taking no:1 team For whole one year or more !!
@TheRealPCB #Cricket",cricket,1331
Excellent figures of 9-0-43-4 for Mir Hamza on his 50-over debut for Sussex against Surrey. Hamza's wickets included Jason Roy and Ben Foakes #Cricket,cricket,1332
"Tomorrow
-
1sT_T20I
NZ'WvIND'W
8 AM

1sT_T20I
INDvNZ
12 PM
BPL
2nD_SEMiFiNaL
DDvRR
5:30 PM
3rD_T20I
PAKvSA
9 PM
#CricKeT
-
#SAJID Chanjan",cricket,1333
Yes yes yes!! @SomersetCCC you beauties! Brilliant batting from @TomBanton18 and bowling from @craigoverton12 #RoyalLondonCup #OneDayCup #cricket #somerset,cricket,1334
"#MohammadAmir I love you! 
#Warner bowled by #Amir
#AUSvsPAK #PAKvAUS #ICC #Pakistan #Australia #T20i #Cricket #GreenShirts",cricket,1335
"New Zealand batting score 177-1

#KabhiAanaMeriGully
#ContestAlert #Contest #ContestAlertIndia #CobtestIndia #Giveaway #GiveawayAlert #Giveaways #CricketMeriJaan #Cricket #Rapperholic19 #rapper #rappers @CricketSwag247

Join
@JainShantilal12
@snow_man_14
@Aka5hKr
@pari0275",cricket,1336
The #EuroT20Slam player draft is now taking place in London. There will be 6 franchises and each team will have 1 marquee & 1 icon player. #Cricket #London,cricket,1337
Need to be more aggressive without being overly rash #newbeginnings #pakistan #cricket,cricket,1338
"Oshada Fernando Maiden Call SL International team He Hit 2 fiftes & 3 Hundred including Double Hundred  in last 3 Frist callas games Very Talented Cricketer ..
#Cricket @Hashirayaz6",cricket,1339
"Ehsan Mani ""Sarfaraz's loss in form and confidence is visible and, in the best interest of the team, it has been decided to leave him out and provide him the opportunity to reflect and regroup himself and try to reclaim his form away from international cricket"" #Cricket",cricket,1340
STAT: @BCCI India have won 11 out of their last 12 bilateral ODI series since 2016 #indiancricket #bcci #cricket @ICC,cricket,1341
"What  the hack @cricketcomau only 500 $ (Rs 35000/-) to man of the match and no winning prize money to the winner team INDIA

#INDvAUS
#Dhoni
#Jadhav #Cricket 
This is an insult to team india @BCCI @ICC  That on dis international platform tournaments no prize mny for winng team",cricket,1342
"Yay, the dream comes true  Its a childhood wish for many #cricket fans to see Team #India dominate on #Australia soil. Thanks for the super successful series, well-done guys . @msdhoni is still a demolisher & please give him a free run till #WorldCup2019. #AusvIndia",cricket,1343
just feeling for #Wiese and #RanaFawad both had ecstasy on the last ball last night and disappointment today. That's the beauty of #Cricket What a great captain's knock by @SarfarazA_54 ,cricket,1344
"Pakistan 300+ Target bana sakta hai
But 300+ target chase karna quite difficult for us. #Cricket",cricket,1345
Definition of insanity? Up early for junior cricket despite son being away at camp this week. #coach #cricket #umpire #stillloveit,cricket,1346
"Congratulations Central PunJab On Winning the Quaid-e-Azam Trophy 2019/20  Well Led By @iamAhmadshahzad  & now In the Final by @babarazam258 

Overall Great Team PerFormance & Well Played to Northern too For Playing the Final
#QeA19Final #Cricket",cricket,1347
Another 100 by Babar Azam #RunMachine #PakVsSri #Cricket,cricket,1348
"What an #incredibleinning by the young #talant!!! 

#Zazai #cricket #highesttotalever #T20",cricket,1349
"#SarfarazAhmed has been sacked as captain? What a joke decision, considering he’s the only person to win a tournament and beat India since Imran Khan! #PakistanCricket #PCB #sarfraz #Cricket",cricket,1350
"Let's settle this debate.

Who's a better death bowler?

#AUSvPAK #CWC19 #PakvAus #WorldCup2019 #ICCWorldCup2019 #cricket",cricket,1351
West Indies Women v Australia Women #cricket,cricket,1352
"Sri Lanka Sports Minister Harin Fernando ""Sri Lanka has a large Muslim community and we believe in harmony. We want to thank the PCB. When we had a situation in April, they sent a Under 19 team to Sri Lanka when things weren't settled down there"" #PAKvSL #Cricket",cricket,1353
"#KastaPipes #KastaFittings #KritiGroup #worldcup #Team #Cricket #CWC19  #ICCCricketWorldCup2019 #INDvsENG 
England",cricket,1354
"*India*
*(T20i Series Decider)*

Won
Won
Won
Won
Won
Won
Lost - 
Won
Won*
#INDvWI #TeamIndia #Cricket",cricket,1355
"Answer:JBL 5.1 Surround Sound with 510W of power.
#ContestAlert #TheJBLEdge
#JBL #DareToListen #WhereYourMusicsAt #TheJBLEdge #InsideEdge #InsideEdge2 #Cricket #CricketFever
Join @sujitha1212 @AAmbigaapathy @Madhubalaa5",cricket,1356
"Credit to the crowd there though, no boos heard for Warner’s ton. Dare say if he gets one or more in the ashes the crowd reaction might be different  #cricket",cricket,1357
"Pak win the toss and chose to bat first against srika

#PAKvSL #pakvsSL #SLvPAK #Cricket #Pakistan #SriLanka",cricket,1358
"Pakistan will bat first after winning the toss! 

#AUSvPAK #T20I #Cricket",cricket,1359
"I think we need to find the right balance between senior and young players. It is not right to sideline players who are over 30, just because of their age, and performance should be the only criteria for selection. Tanvir said, read more on @Cricistan #Cricket #PCB",cricket,1360
"After sleeping on it, here is my reaction to the first #ashes test.

A THREAD:

#ashes #bbccricket #skycricket #engvaus #Cricket",cricket,1361
Ramiz Raja:We should back our team Pakistan instead of seeing Srilankan players .If we want Cricket back in Pakistan  you people come to stadiums in large numbers so that we can say that there is no such danger in playing in Pakistan.#CRICKET,cricket,1362
"It wasn't the same #No1 team few things really needs changes,Fakhar should do something extra special to justify his place.Bring Malik/hafeez in middleorder back,Wahab is not performing so hasnain should be in,Irfan out Shaheen in and please Asif Ali not again.
#AUSvPAK #Cricket",cricket,1363
"Chennai Super Kings 
 #GuessCorrectly #GuessToWin #IPL #Cricket #IPL2019 #JioFanClubContest @JioFanClub",cricket,1364
"@realshoaibmalik Asif @MHafeez22 @ImamUlHaq12 r major contributor in losing match wid AUS.its time Shoaib shud retire 4m #Cricket Hafeez v.wrong shot as Imam just given away his wickt Asif you didn't even tried to play,player try remedy thmselve 4m mistake as u did in fielding",cricket,1365
"1. Bat
2. Ball
3. Helmet
4. MOM Trophy
5. Stump Bail
6. WorldCup Trophy

#cricket #ZebWorldCup #CWC19 #Zebronics
@zebronics

Join
@witty_vishal 
@G_hsr7 
@sanketdhende
@prachimana
@Sanjiv_34
@misssmita3
@NikitaBobade3",cricket,1366
#AUSvPAK #AUSvsPAK #Australia has been bowled out for 580 runs with a lead of 340 runs & #Pakistan will have to bat for at least 15 overs today. Interesting last one hour on the cards. #Cricket #Sports #SportsNews #CricketNews #YasirShah took 4 wickets.,cricket,1367
"It's great to see @BCCI support  @ACBofficials in their cricket journey. 
@Irelandcricket vs @ACBofficials happening in Dehradun is brilliant, hope the crowds are coming in.

#Cricket
#AFGvIRE",cricket,1368
"Quaid-E-Azam Trophy prize-
winners: Player of the
tournament: Zafar Gohar Batsman
of the tournament: Imran Butt
Bowler of the tournament:
Nauman Ali Wicket-keeper of the tournament: Kamran Akmal Best
players in the final: Umar Akmal &
Bilal Asif #QeATrophy #Cricket",cricket,1369
"India Vs SA : 
Spinner Shahbaz Nadeem added to India’s Squad for third Test after Kuldeep yadhav complained of left shoulder pain. 
#sakal #sakalnews #Cricket #INDvsSA #testmatch #india #cricektnews",cricket,1370
"Are you ready,

10 Hours to Begin for the 4th Edition of Women's #KiaSuperLeague 
#KSL  #KSL2019
@VipersKSL
@WesternStormKSL
@surreycricket
@LightningKSL
@LancsCricketWMN
@YorksDiamonds
@englandcricket
#Cricket",cricket,1371
"Misbah jaisa coach ho ga tou powerplay me bhi singles hi baneingay 
#Cricket",cricket,1372
"List A #Cricket 

Mayank Agarwal @mayankcricket 

3,605 runs in 75 matches 
Average 48.71 
Strike Rate 100.72 
12 centuries  
Best: 176 
#PromisingTalent #TeamIndia",cricket,1373
"@TheAMShowNZ must be like a knife to Mark Richardson talking about Australia winning in cricket! #hereaustraliacome

Great pleasure to see him squirm!

#Cricket",cricket,1374
"INDIA TEAM 

#WorldCup2019 #cricket #CricketWorldCup2019 #Contest #viratkohli #India #Pakistan
@YokohamaIndia 

Join
@GauravP26479152
@aakash_beast786
@misssmita3
@pavangaulkar14
@khemka_nidhi",cricket,1375
"#AFGvIRE

Most sixes in a T20I innings:

16 Hazratullah Zazai v Ireland today
14 Aaron Finch v England in 2013
13 Richard Levi v NZ in 2012
12 Evin Lewis v India in 2017
11 Chris Gayle v England in 2016
#AFGvIRE #Cricket",cricket,1376
"Two things that stood out to me in the #AusvIndia 3rd ODI #Cricket match.

1. @msdhoni's stumping of the wide ball. Pure master class.

2. @G_Maxi32's drop catch off #Dhoni. Costing a match. 

Remember MSD saying on his biopic, ""We prioritize fielders over experienced batsmen.""",cricket,1377
"INDIA 
@sixitsports
#WiNiT #SiXiT #Contest #Predict #maximumWickets
#INDvWI #cricket #India #WestIndies #INDvWI #WednesdayMotivation 

Join here friends
@MayurMa46334426
@Rupalpiya
@pppppiya",cricket,1378
Hope to win  #quiz #Cricket #GenoSportsClub #SportsTrivia,cricket,1379
"Great music at the Rampage game. #oldschool #hardeock #heavymetal #satx #sanantonio #rampage #hockey It’s also a good game, but I’m not well informed on hockey.",hockey,880
"...and the results are in for the 2019/20 Dream Big Games #Hockey round!

@DeeplishPA - 24pts
Castleton Primary - 22pts 
@Brimrod_Primary - 15pts 
@Lowerplace_PS - 7pt 

Thank you to @DeeplishPA for hosting and well done on the well deserved victory overall 
#Champions",hockey,881
"@NHL @NHLJets @hockeynight They should refer the sea of #Winnipeg fans in white #TheCloud!  ...because they’re #Jets, and that’s where jets fly.  (Plus the fans actually look like a cloud with all their ambiguous movement.) #HockeyThoughts #NHL #Playoffs #Hockey #StanleyCup",hockey,882
"Predictions for Oct. 18th: Chicago, Colorado, Pittsburgh, Washington, Edmonton, Carolina #nhl #hockey",hockey,883
It's been a great day today so far. Excited to go officiate more #hockey tonight - The job is working out great. Making some new friends at work. And enjoying life. It's been peaceful and quiet these last few weeks. Cutting ties one day at a time with drama and fake friends.,hockey,884
Beep de boop Im the Brendan insult bot. Brendan will be a massive Minor League #Hockey fans @danennis100,hockey,885
"So, I start enthusiastically talking about the @NHLCanes and how great they are playing, when HE says +/- ""Hey, who cares? It's baseball season now.""
I'm gonna miss the SOB.
And what even IS ""Base Ball""?
#StanleyCup
#HOCKEY",hockey,886
"If #NHL commissioner Garry Bettman actually played #hockey, what would his nickname be with his teammates? #NHLFreeAgency2019 #NHLPA",hockey,887
"MI HS Hockey 12/26-12/27 most valuable performances: Heritage over Salem by 1, GRCC over Grandville by 3, Mona Shores over Jenison by 6!, Salem over TCW by 2, Heritage over Bay Reps by 3, Bay Reps over TCW by 1, Houghton/Calumet/Howell blowouts #MHSAA #hockey",hockey,888
"High sticking, tripping, slashing, spearing, charging, hooking, fighting, unsportsmanlike conduct, interference, roughing. That's #hockey.",hockey,889
Today is SUCH a hockey day!! Two @NWHL games (one being the Buffalo Believes Classic - yay!) & the @NHLFlyers plus writing about hockey . I’m in my happy place! #writing #hockey,hockey,890
St. Cloud State is a #hockey school,hockey,891
"#Hockey is like a disease, you can't really shake it.",hockey,892
Not a #Hockey lover ,hockey,893
"Wonder when they’ll finally move the @MiamiDolphins to Quebec City... 
.
.
(this is more of a #hockey  joke )",hockey,894
"Let’s make a deal! Free agency noon today. Oh, and happy Canada Day. #NHL #hockey #HappyCanadaDay #CanadaDay #sillyseason",hockey,895
What a wonderful time to find the Red Wings Development Camp 3-on-3 tourney streaming on the 'net! #RedWings #hockey #INeededThat,hockey,896
#Hockey is figure skating in a war zone -- #icehockey #humour,hockey,897
Welcome back to Chicago @shawz15er you are back were you always belong!!!!! #ChicagoBlackhawks #andrewshaw #blackhawks #chicago #hockey,hockey,898
"Wonderful, inspiring story. 

Every hockey fan is a @HumboldtBroncos fan. Wish you well @rstraz_ @strazsr 

Keep fighting.

#humboldtbroncos #Hockey",hockey,899
England’s women into the #EHC2019 Semi-Finals with a 4-3 win over Belarus. #EnglandHockey #Hockey,hockey,900
Q: What do you call a monkey that wins the Stanley Cup? A: A chimpion -- #icehockey #hockey #joke,hockey,901
May as well pit in and watch some more #WJC2020 with Fin vs Kaz this morning. #maybeineedanewhobby? #bored #hockey,hockey,902
"haha, I plugged in my ""metal playlist"" on spotify while watching part of the #LeafsForever hockeygame since I have to wear head phones due to sötis sleeping. It's awesome! Love #metal love #hockey #goleafsgo (but also #lovecanucks #vancouverislovely #secondlove )",hockey,903
".....did Grubhub just go after Jumbo.  Did he really think that was a good idea?????

#sjsharks #hockey",hockey,904
"#Hockey: In @NSMMHL action this weekend, the @CBWestIslanders split their two-games in HRM. They lost 3-1 to the @CHWolfPack on Saturday and beat the @HfxMacs 5-2 on Sunday. #CapeBreton",hockey,905
The Blue Jackets defeat the Capitals 5-2. #bluejackets #capitals #nhl #hockey,hockey,906
#PREDS #HOCKEY TIME!!!!!!!!!,hockey,907
Last regular season game tonight then in to double elimination playoffs here’s to hoping to hold division title 2 years in a row #hockey #winning,hockey,908
"Taking my son Monty (a keen hockey player) to The Stoop of all places (#Harlequins home ground) to watch... International Men's and Women's #Hockey.

A bit weird but should be a good day out, and a lot closer to home than Lee Valley.",hockey,909
Boycott @BetteMidler because she hates Canada! #howtheleftinterprets #howtheleftreacts #canadahomeofthefree #maplesyrup #hockey #excuseme #sorry,hockey,910
The Bruins defeat the Capitals 1-0. #bruins #capitals #nhl #hockey,hockey,911
#ByeByeFootball until next year (well maybe) #Hockey #Baseball let's do this!,hockey,912
"Just a reminder that the #Ottawasenators will receive #SanJoseSharks 1st round pick in 2020 thanks to the Erik Karlsson trade. And the #Sharks currently sit 22nd and have 19% chance of a top 3 pick and 6% at the No.1! 
#sens #SJSharks #draft #nhl #hockey #nhldraft #nhlhockey",hockey,913
"Those hunks are gonna keep tripping until they zamboni that field
#zamboniThatField
#superbowl
#Rams #patriots
#hockey also",hockey,914
Thanks for sharing this #hockey #rrailblazer. I like that he was the #JackieRobinson of the #NHL that I didn't know about.,hockey,915
The shortened 2013 season. It was so much fun to be on that winning streak. Culminated in a Stanley Cup. #hockey #canbefun,hockey,916
The Golden Knights defeat the Coyotes 4-1. #goldenknights #coyotes #nhl #hockey,hockey,917
Pretty sure that was offside.  #WorldJuniors #CANvsRUS #Hockey #HockeyTwitter,hockey,918
"Just over 30 minutes until our first #Mixed match of the #Summer

Get yourselves over to @FolkestoneOpsHC to watch!

First match is v South Saxons @ 8pm.

#Hockey #HockeyLife #LoveHockey #CliftonvilleHC #HockeyFamily #UpTheVille #TeamBuilding",hockey,919
It never occurred to me that one day I’d have to buy Kent a cup for his junk. #todayyearsold #hockey #usahockey ,hockey,920
When you're tired and you've forgotten your @bigbobblehats #coldears #hometime #coaching #hockey,hockey,921
"Best part about the #StanleyCupFinals going to #Game7? It means the offseason is as short as possible. Cue 'Wake me up When September Ends""...

#hockey #NHL",hockey,922
Well done U16 Stanley Penguins team and #Falklands ROTW Senior team. You have all done us proud! Thank you @amerigolhockey @NHL #latamcup #hockey for hosting a terrific tournament which has captivated us all.,hockey,923
You guys there is a man in my training today that looks so much like JJ that I keep being taken aback when I look at him #hockey #nojjhateplz,hockey,924
Bruins McAvoy gets two minutes for brutal head shot. Joke officiating! Think I’ve seen enough for this season. #NHL #hockey,hockey,925
"NICE ONE BOYS

Muzz was amazing, Dom is a very smart hockey player, Patric got a goal!!, Sid was somehow extra incredible... what a game x #hockey",hockey,926
"""You miss 100% of the shots you don't take."" - @WayneGretzky 

So, which #hockey team are you placing your confidence in for tonight at 7:30 PM?! 
#LoungeWithCaesarsSports",hockey,927
I love how Twitter brings out all the complete morons who think they could be the Oilers GM and make the tough calls and that they all know what Connor is thinking.  fucking trolls. Maybe shut the fuck up and let the professionals handle it. #oilers #nhl #hockey #edmonton,hockey,928
"#InsideOut with @zukhrufkhan88 and @RealNeelamAslam at 4pm only on @gnnhdofficial
#PakvsSA #ODISeries #Hockey #Football",hockey,929
As much as people think Canada is all about #Hockey were really all about #baseball .... who knew?!? #kine2400,hockey,930
Just because it’s the #weekend doesn’t mean we are having a day off. We have male and female  #cricket #tennis #golf and #hockey being #Livestreamed as well as #bespokely #tagged on our #performance #analysis software Pathways - enhancing the quality of #players #development ,hockey,931
So very sad to hear that the #CWHL has folded. The collective disheartened cry of all female hockey players could be heard across the nation.  These players have been and are such an inspiration to young girls that I pray a solution is found soon. #NoLeague Thanks Ladies #HOCKEY,hockey,932
The Oilers defeat the Rangers 3-2 in overtime. #oilers #rangers #nhl #hockey,hockey,933
0-4-1 we are. I am rocking the big 0 points... will a new stick help?? #Yeg #Hockey,hockey,934
"
#SFStampede players are absolutely the best!  Thanks for playing your hearts out and working your asses off tonight! #SCvsSF #BeHerd #Hockey @sfstampede 
  *****  #ProudToBeSFStampedeFans *****",hockey,935
Congrats Tara  ! Today the world has a new #Hockey player. You can be a hockey player too. It’s not to late for you. https://www.discoverh,hockey,936
Good luck to both year 7 hockey teams competing at the Glamorgan Valleys tournament tomorrow. Let’s put all of your hard work into action! #hockey #year7 #squad @HawthornHighSch,hockey,937
Thank you #SJSharks all profit from here on out! #Gambling #Betting #SportsBetting #hockey,hockey,938
Nothing like watching #hockey and hearing @WWERollins music. #burnitdown,hockey,939
Any sports available for girls in Lambeth ? #youthoffending #hockey #netball #rugby #charity #thisgirlcan,hockey,940
"Watching the #WJC2020 it becomes clear the future of hockey includes no hits, necks snaps and dives, and games filled with PP’s.  Amazing how any check near shoulders  is a head shot.  The game is becoming unwatchable. #wussifocation #hockey #worldjuniors.",hockey,941
Total nail biter with 14 seconds left in @NHLBruins vs @BlueJacketsNHL game! Fantastic period of #hockey! #PlayoffHockey! #StanleyCupPlayoffs,hockey,942
20 is a nice round number - well done! #impressive #teamwork #hockey,hockey,943
I’ve never been so hype to go to a scrimmage in my life #hockey #bruins #boston,hockey,944
"PULL THE TRIGGER GOODIE

#SJSharks #hockey",hockey,945
"Predictions for Jan. 17th: Rangers, St. Louis, Islanders, Tampa Bay, Nashville, Minnesota, Dallas #nhl #hockey",hockey,946
Developing: Today is the deadline for former #NHL players to take a settlement agreement with the league in connection with the #concussion lawsuit. The ex-players lawyers' aren't making public yet how many of the 300+ have signed up for deal. #hockey @KSTP,hockey,947
"It makes me so happy to see my 2 favorite sports, #baseball and #hockey coming together with the @Nationals and the @Capitals. Hopefully I get to see my @Dodgers and the @LAKings come together one day after a #Dodgers championship. #BaseballTwitter #HockeyTwitter",hockey,948
"I'm here! I'm here! But we have no plays yet for the 7pm games. Looking at the three later games right now and we'll see what may come.

#nhlpicks #hockey #GamblingTwitter #SportsBetting #HockeyTwitter",hockey,949
Update : the penguins and the bruins hockey game is today at 6pm tonight so don’t miss out  #Hockey #NHLBruins,hockey,950
"Hockey: St Andrew's vs Dale 

St Andrew's 3rds 0 - 1 Dale

#hockey @SASCHOOLSPORTS @SA_Hockey @dale_college",hockey,951
My Sports Wanderings column for next week's paper is about Bantam hockey level names and how that is confusing with chickens. And how Midget hockey teams names should be scrapped too. All sports should adopt age-numbering system like they do in soccer or USA hockey. #hockey,hockey,952
"Hawks lost vOO7 @XICenter. Stats unreported due to inaccuracy.

#HawkeyTime #beerleague #NHL #USAHockey #Hockey",hockey,953
Artificial Hockey Pitch Maintenance in Tullibardine #Artificial #Hockey #Pitch #Maintenance #Tullibardine,hockey,954
"Day 1 Results of #EHLShowcaseSeries  Sept 29th
NCGB 0 - SPA 10
CTR 3 - BJR 7
NEW 5 - CTC 2
N87s 2 - NHA 1
NYA 1 - SHC 5
JRF 0 - ECW 4
REV 6 - VTL 3
TM 7 - RHC 4
PLF 2 - VJW 3
Day 2 on tap
@EHL_Hockey @tier3hockey @usajuniorhockey @_Neutral_Zone #EHL #EShow #Hockey #HockeyTwitter",hockey,955
"@RichFranklin66 thank you for your this!  We were at almost every game for 4 years at the ice garden and loved watching him. Forgot all about it, great times #hockey @BozemanICEDOGS",hockey,956
Ut O #Yes we have #NHL 1st period wagering #Now @RampartCasino and @southpointlv !! Tell everyone @VSiNLive @MitchMossRadio @paulyhoward @VSiNVinny @AmalShah1 @ronflatter @mattyoumans247 @spshoot @meJVT @JorgeAMondaca @JoeO670 #Hockey wagering #Vegas  Thanks @andrewssports ,hockey,957
The Canucks defeat the Blues 4-3 in a shootout. #canucks #blues #nhl #hockey,hockey,958
@M_Oberlag beautiful hatty at Natty’s.  Moving on. Great job from the boys @evillehockey #theville #hockey #nattys #bringithome.,hockey,959
GO #LEAFS GO!!!!!!!!!!! #LeafsForever #NHL #playoffs #toronto #hockey,hockey,960
"Prediction Record for Dec. 9th: 1-2-1                       
Season Record: 247-156-68                                     
Overall Record: 3,987-2,425-729
#nhl #hockey",hockey,961
Will the Islanders be the only higher seed to advance out of the first round in this year's #StanleyCup playoffs? #nhl #hockey,hockey,962
Within a trade of signing a new contract with the team Roy Aherns has been traded. #shock #tradetalks have been in the works with @CapitalsOttawa for a week before both teams agreed on final terms #mapleridge #ottawa #hockey #hockeytalk #sports #TSNHockey #AmazingRaceCanada,hockey,963
GOD FUCKING DAMMIT MATS WHY THERE WHY WHY WHY #HOCKEY,hockey,964
Fuck #hockey. Being #PassiveAggressive is #Canada’s national pastime.,hockey,965
"5 PPG in the last 5 games, boys we need this to close out the 1st
#HTMsports #HTM #NHL #HockeyTwitter #Hockey #RippinBiscuits #BayouBenders #yotes #preds #hockeypodnet",hockey,966
Ahh then @apoje1 and @natspooner5 come out with amazing #BOTB performance!? Natalie you look so comfortable on figure skates and I want to see that worm after your next #hockey goal!,hockey,967
On a more positive note - three weeks until #OHL training camps open!! #Spitfires #hockey,hockey,968
Congrats Ravinder  ! Today the world has a new #Hockey player. You can be a hockey player too. It’s not to late for you. https://www.disco,hockey,969
".@PrivateEyesHQ #CindyMSampson #iontv #QUESTION: Is #PrivateEyes directed at #Tweens??? It sure isn't for #Adults. Where did you find these #writers, because they #suck. Can't get idea around a 140lb 5'5"" #Pro #Hockey #Player called #MattShade, that's #Funny #Stuff LOL ",hockey,970
"Every single one of the @NHLFlames players, except Mike Smith, should hang their heads in shame. Apology at once to Mike Smith and to the faithful Calgary Flames fans. #NHLPlayoffs #nhlflames #Hockey #disgustedfan",hockey,971
"Thanks! 
@esmhockey 
Very honoured to be asked to present on #nutrition for young #athletes. Looking forward to the next one!
#youngathlete #hockey #esmhockey #sport #Edinburgh",hockey,972
"So excited for the @NJDevils season opener, but I can’t decide what jersey to wear for good luck when watching it from home...game worn Steelheads Bastian or game worn Devils Moore???? #NJDevils #hockey",hockey,973
On my way to @AHBCAmsterdam for the #EHCC2019 as volunteer! Let’s play some hockey girls @AHBCdames1 Good luck! #zinaan #hockey #amsterdamsebos #letsgetthepartystarted,hockey,974
"The avs might not have won, but my team did! 6-2, I had two apples on the night! Let’s gooo! #Hockey",hockey,975
Go Blackhawks! #hockey #nhl,hockey,976
Bruins start the week leading up to Red River gamer at home Friday.  Let’s go Bruins! @FSHbruins @NDHSAA #hockey @edcscores,hockey,977
Who you got? #Bruins #Blues #NHL #Canada #Hockey #NHLPlayoffs,hockey,978
"It’s the weekend   To the teams gearing up and getting focused for your matches. Good Luck and Make sure you are Down To Play 
#Gameday #focus #weekendvibes #football #rugby #hockey #netball #basketball #cricket #amateursports #areyouin #app #startup
",hockey,979
Watching Barkov always reminds he's an animal  #Habs #Panthers #hockey #NHL,hockey,980
#BOSvTOR | I guess the key is to turn on the #NHLBruins game 13 minutes into the 1st 2 - 0 @NHLBruins @ozzman_66 @axxtion #StanleyCup Playoffs #IceSurfing #HockeyTwitter #NHL #hockey,hockey,981
"heeeeeeeeey jakeyyyyyyyyyyyyyyyy

G LOVELY PASS xoxoxoxox #hockey",hockey,982
"Strength training has been shown to reduce the risk of injury in team sports athletes? Do your club incorporate s&c in their training?
#soccer #gaa #hockey #sport #coaching #football",hockey,983
"This season is only for compromise... @DetroitRedWings
 #RedWings #Detroit #NHL
#Hockey",hockey,984
"Let's stay with it. Come cheer on our stars and let's get out of this slump
@DefendingBigD @dallasstars @FOXSportsSW #GoStars #hockey",hockey,985
The Lightning defeat the Red Wings 2-1. #lightning #redwings #nhl #hockey,hockey,986
Is this the most embarrassing #Hockey game in #Canadian history?? #IIHF #CanadaVsRussia ?,hockey,987
